"","Batter_Name","AB","R","H","D","Tr","HR","RBI","BB","SO","HBP","SB","SF","SH"
"259","JIBRAN CASTRO",15,2,3,0,0,0,3,0,3,0,0,0,0
"260","JOAQUIN LARA",0,0,0,0,0,0,0,0,0,0,0,0,0
"261","JOE MUNOZ",2,0,0,0,0,0,0,0,1,0,0,0,0
"262","JOHN MILLAN",0,0,0,0,0,0,0,0,0,0,0,0,0
"263","JON DEL CAMPO",43,10,15,2,1,1,8,4,9,0,1,0,2
"264","JONATHAN ACEVES",42,5,11,5,0,1,4,6,12,1,0,0,0
"265","JONATHAN ARMENTA",14,0,3,0,0,0,4,0,7,0,0,1,0
"266","JONATHAN CASTELLANOS",0,0,0,0,0,0,0,0,0,0,0,0,0
"267","JONATHAN FRUTOS",0,0,0,0,0,0,0,0,0,0,0,0,0
"268","JONATHAN JONES",54,8,17,4,1,2,7,9,14,0,4,0,1
"269","JONATHAN PARTIDA",0,0,0,0,0,0,0,0,0,0,0,0,0
"270","JORDAN ABOITES",0,0,0,0,0,0,0,0,0,0,0,0,0
"271","JORGE CANTU",47,7,12,3,0,1,11,5,6,0,0,3,0
"272","JORGE FLORES",55,15,18,1,1,1,5,6,8,1,4,0,0
"273","JORGE GONZALEZ",4,0,0,0,0,0,0,0,2,0,0,0,0
"274","JORGE IBARRA",0,0,0,0,0,0,0,0,0,0,0,0,0
"275","JORGE REYES",0,0,0,0,0,0,0,0,0,0,0,0,0
"276","JORGE RIVERA",0,0,0,0,0,0,0,0,0,0,0,0,0
"277","JOSE AGUILAR",31,4,7,1,0,1,7,3,6,1,1,1,3
"278","JOSE AMADOR",57,5,20,2,0,3,11,6,10,2,0,0,0
"279","JOSE ASCANIO",0,0,0,0,0,0,0,0,0,0,0,0,0
"280","JOSE AUGUSTO FIGUEROA",35,7,13,3,0,0,4,9,5,0,0,1,2
"281","JOSE BARAJAS",0,0,0,0,0,0,0,0,0,0,0,0,0
"282","JOSE CARLOS MEDINA",0,0,0,0,0,0,0,0,0,0,0,0,0
"283","JOSE CARLOS URENA",18,3,5,1,0,0,4,6,2,1,1,0,0
"284","JOSE CRUZ",1,1,0,0,0,0,0,0,1,0,0,0,0
"285","JOSE FRUTOS",0,0,0,0,0,0,0,0,0,0,0,0,0
"286","JOSE HAROS",0,0,0,0,0,0,0,0,0,0,0,0,0
"287","JOSE HEBERTO FELIX",13,2,4,1,0,0,4,3,0,0,0,0,1
"288","JOSE ISIDRO MARQUEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"289","JOSE LOPEZ CRUZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"290","JOSE LUGO",3,0,0,0,0,0,0,0,1,0,0,0,0
"291","JOSE LUNA",15,4,4,0,0,2,8,0,7,0,0,0,0
"292","JOSE MANUEL LOPEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"293","JOSE MANUEL OROZCO",56,6,12,1,0,2,6,6,17,1,0,0,0
"294","JOSE MARRUJO",0,0,0,0,0,0,0,0,0,0,0,0,0
"295","JOSE MARTINEZ",45,2,14,1,0,0,4,1,11,2,0,0,1
"296","JOSE MERAZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"297","JOSE MORENO",3,0,0,0,0,0,0,0,2,0,0,0,0
"298","JOSE PINA",0,0,0,0,0,0,0,0,0,0,0,0,0
"299","JOSE RUIZ",59,3,13,4,0,0,6,5,14,0,0,0,0
"300","JOSE SAMAYOA",0,0,0,0,0,0,0,0,0,0,0,0,0
"301","JOSE VARGAS",51,13,22,0,0,9,18,3,9,1,2,0,0
"302","JOSH JUDY",0,0,0,0,0,0,0,0,0,0,0,0,0
"303","JOSH LOWEY",0,0,0,0,0,0,0,0,0,0,0,0,0
"304","JOSH LUEKE",0,0,0,0,0,0,0,0,0,0,0,0,0
"305","JOSH RODRIGUEZ",17,0,3,1,0,0,1,1,5,0,0,0,0
"306","JOSH ROMANSKI",52,10,8,3,0,1,1,11,11,0,0,0,0
"307","JOVAN ROSA",56,5,17,2,0,1,9,3,9,2,0,1,0
"308","JOVANY LOPEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"309","JUAN APODACA",37,5,8,0,0,3,8,7,7,1,0,0,0
"310","JUAN CARLOS GAMBOA",22,1,4,2,0,0,4,6,6,0,0,0,0
"311","JUAN CARLOS GARCIA",4,0,0,0,0,0,0,0,3,0,0,0,0
"312","JUAN GRULLON",0,0,0,0,0,0,0,0,0,0,0,0,0
"313","JUAN MACIAS",9,4,1,0,0,0,0,0,5,0,0,0,0
"314","JUAN MARTINEZ",53,11,15,2,1,2,3,8,9,1,0,0,0
"315","JUAN OMAR ESPINOZA",0,0,0,0,0,0,0,0,0,0,0,0,0
"316","JUAN PABLO ORAMAS",0,0,0,0,0,0,0,0,0,0,0,0,0
"317","JUAN PANIAGUA",0,0,0,0,0,0,0,0,0,0,0,0,0
"318","JUAN RAMON NORIEGA",0,0,0,0,0,0,0,0,0,0,0,0,0
"319","JUAN RODRIGUEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"320","JUAN SANDOVAL",0,0,0,0,0,0,0,0,0,0,0,0,0
"321","JUAN TORRES",35,1,8,1,0,0,1,3,4,2,0,0,0
"322","JULIAN ARBALLO",0,0,0,0,0,0,0,0,0,0,0,0,0
"323","JULIAN ORNELAS",16,5,3,1,0,1,5,2,4,0,1,0,0
"324","JULIO FELIX",0,0,0,0,0,0,0,0,0,0,0,0,0
"325","JULIO PEREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"326","JUNIOR LAKE",8,2,0,0,0,0,0,0,4,0,2,0,0
"327","JUSTIN GREENE",65,9,13,1,0,2,4,4,12,2,10,0,1
"328","KELVIN MARTE",0,0,0,0,0,0,0,0,0,0,0,0,0
"329","KEVIN FLORES",13,4,6,1,0,0,1,0,4,0,0,0,0
"330","KRISTIAN DELGADO",40,3,11,4,1,0,4,4,6,1,1,2,1
"331","KYLE DRABEK",0,0,0,0,0,0,0,0,0,0,0,0,0
"332","KYLE LOBSTEIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"333","LEANDRO CASTRO",29,3,7,1,1,1,5,1,9,0,0,0,0
"334","LENIX OSUNA",0,0,0,0,0,0,0,0,0,0,0,0,0
"335","LEO GERMAN",31,4,9,2,0,0,2,1,7,2,4,0,1
"336","LEO HERAS",34,4,11,2,1,0,5,7,5,0,0,0,2
"337","LEURIS GOMEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"338","LINDER CASTRO",0,0,0,0,0,0,0,0,0,0,0,0,0
"339","LOIGER PADRON",0,0,0,0,0,0,0,0,0,0,0,0,0
"340","LUIS ALFONSO CRUZ",24,4,6,2,1,2,6,0,3,0,0,1,0
"341","LUIS ALFONSO GARCIA",46,10,14,5,0,1,10,5,7,1,0,0,0
"342","LUIS ANGEL DANIEL",0,0,0,0,0,0,0,0,0,0,0,0,0
"343","LUIS AYALA",0,0,0,0,0,0,0,0,0,0,0,0,0
"344","LUIS DE LA O",0,0,0,0,0,0,0,0,0,0,0,0,0
"345","LUIS DE LUNA",0,0,0,0,0,0,0,0,0,0,0,0,0
"346","LUIS DOMOROMO",10,0,2,0,0,0,2,0,2,0,0,0,0
"347","LUIS FONSECA",22,1,3,1,0,0,0,1,8,0,0,0,0
"348","LUIS IVAN RODRIGUEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"349","LUIS JUAREZ",64,8,22,4,0,1,9,1,4,0,0,1,0
"350","LUIS MAURICIO SUAREZ",44,6,14,3,1,1,6,7,9,0,0,1,0
"351","LUIS MEDINA",2,1,1,1,0,0,0,0,0,0,1,0,0
"352","LUIS MENDEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"353","LUIS NIEBLA",0,0,0,0,0,0,0,0,0,0,0,0,0
"354","LUIS PAYAN",0,0,0,0,0,0,0,0,0,0,0,0,0
"355","LUIS PEREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"356","MAIKEL CLETO",0,0,0,0,0,0,0,0,0,0,0,0,0
"357","MANNY ACOSTA",0,0,0,0,0,0,0,0,0,0,0,0,0
"358","MANNY BARREDA",0,0,0,0,0,0,0,0,0,0,0,0,0
"359","MANNY RODRIGUEZ",56,10,19,5,0,1,14,2,7,0,0,0,0
"360","MANUEL AL FLORES",0,0,0,0,0,0,0,0,0,0,0,0,0
"361","MANUEL BAEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"362","MANUEL ORDUNO",6,0,1,0,0,0,1,1,2,0,0,1,0
"363","MANUEL VALDEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"364","MARC FLORES",0,0,0,0,0,0,0,2,0,0,0,0,0
"365","MARCO ANTONIO DUARTE",0,0,0,0,0,0,0,0,0,0,0,0,0
"366","MARCO CAMARENA",0,0,0,0,0,0,0,0,0,0,0,0,0
"367","MARCO CARRILLO",0,0,0,0,0,0,0,0,0,0,0,0,0
"368","MARCO CHICUATE",4,1,2,0,0,0,0,0,1,0,0,0,0
"369","MARCO GUZMAN",12,4,3,0,0,1,5,0,2,0,0,0,1
"370","MARCO JAIME",4,0,0,0,0,0,0,2,0,0,0,0,0
"371","MARCO LOPEZ",0,1,0,0,0,0,0,0,0,0,0,0,0
"372","MARCO MENDIVIL",0,0,0,0,0,0,0,0,0,0,0,0,0
"373","MARCO QUEVEDO",0,0,0,0,0,0,0,0,0,0,0,0,0
"374","MARCO RAMIREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"375","MARCO TOVAR",0,0,0,0,0,0,0,0,0,0,0,0,0
"376","MARCOS MACHADO",0,0,0,0,0,0,0,0,0,0,0,0,0
"377","MARCOS RIVAS",0,0,0,0,0,0,0,0,0,0,0,0,0
"378","MARIO GONZALEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"379","MARIO MEZA",0,0,0,0,0,0,0,0,0,0,0,0,0
"380","MARIO MORALES",0,0,0,0,0,0,0,0,0,0,0,0,0
"381","MARK SERRANO",0,0,0,0,0,0,0,0,0,0,0,0,0
"382","MARK SIMON",0,0,0,0,0,0,0,0,0,0,0,0,0
"383","MARLON ARIAS",0,0,0,0,0,0,0,0,0,0,0,0,0
"384","MARTIN SOTELO",0,0,0,0,0,0,0,0,0,0,0,0,0
"385","MATT CLARK",40,5,10,2,0,2,4,7,11,0,0,1,0
"386","MAURICIO LARA",0,0,0,0,0,0,0,0,0,0,0,0,0
"387","MAXWELL LEON",33,4,13,4,0,0,1,8,6,0,3,0,0
"388","MICHAEL CROUSE",47,10,13,1,2,3,11,6,15,1,0,0,0
"389","MICHAEL WING",53,9,18,6,0,1,15,5,12,0,0,1,0
"390","MICHAELANGELO GUZMAN",0,0,0,0,0,0,0,0,0,0,0,0,0
"391","MIGUEL MEJIA",0,0,0,0,0,0,0,0,0,0,0,0,0
"392","MIGUEL PENA",0,0,0,0,0,0,0,0,0,0,0,0,0
"393","MIGUEL TORRERO",37,4,13,1,1,1,11,1,0,1,0,1,0
"394","MITCH LAMBSON",0,0,0,0,0,0,0,0,0,0,0,0,0
"395","MOISES GUTIERREZ",13,1,1,0,0,0,1,0,2,0,0,0,0
"396","NATHANAEL SANTIAGO",0,0,0,0,0,0,0,0,0,0,0,0,0
"397","NESTOR MOLINA",0,0,0,0,0,0,0,0,0,0,0,0,0
"398","NICK STRUCK",0,0,0,0,0,0,0,0,0,0,0,0,0
"399","NICOLAS HEREDIA",0,0,0,0,0,0,0,0,0,0,0,0,0
"400","NIKO VASQUEZ",49,11,18,6,0,4,14,7,10,3,0,0,0
"401","NORMAN ELENES",0,0,0,0,0,0,0,0,0,0,0,0,0
"402","OCTAVIO ACOSTA",0,0,0,0,0,0,0,0,0,0,0,0,0
"403","OLMO ROSARIO",57,8,14,2,0,3,10,6,6,0,1,1,0
"404","OMAR MEZA",2,4,0,0,0,0,0,0,2,0,0,0,1
"405","OMAR RENTERIA",46,6,10,2,0,0,5,5,10,0,0,1,0
"406","ORLANDO LARA",0,0,0,0,0,0,0,0,0,0,0,0,0
"407","OSCAR FELIX",0,0,0,0,0,0,0,0,0,0,0,0,0
"408","OSCAR HURTADO",0,0,0,0,0,0,0,0,0,0,0,0,0
"409","OSCAR SANAY",31,2,8,0,0,0,3,2,5,2,0,1,0
"410","OSCAR VERDUGO",0,0,0,0,0,0,0,0,0,0,0,0,0
"411","OSCAR WILLIAMS",17,0,5,0,0,0,2,0,2,1,0,1,1
"412","OSWALDO MARTINEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"413","OZIEL FLORES",20,4,8,1,1,1,1,3,4,1,0,0,1
"414","OZZIE MENDEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"415","PABLO ORTEGA",0,0,0,0,0,0,0,0,0,0,0,0,0
"416","PATRICK JOHNSON",0,0,0,0,0,0,0,0,0,0,0,0,0
"417","PATRICK MCCOY",0,0,0,0,0,0,0,0,0,0,0,0,0
"418","PAUL CLEMENS",0,0,0,0,0,0,0,0,0,0,0,0,0
"419","PAUL LEON",53,4,14,1,0,0,2,7,11,0,0,0,0
"420","PAUL PAEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"421","PEDRO ARENAS",2,0,0,0,0,0,0,0,2,0,0,0,0
"422","PEDRO RODRIGUEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"423","PEDRO VILLARREAL",0,0,0,0,0,0,0,0,0,0,0,0,0
"424","PHIL COKE",0,0,0,0,0,0,0,0,0,0,0,0,0
"425","QUINCY LATIMORE",61,16,26,6,1,4,15,9,7,0,0,1,0
"426","RAFAEL DIAZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"427","RAFAEL MARTIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"428","RAFAEL PINEDA",0,0,0,0,0,0,0,0,0,0,0,0,0
"429","RAINEL ROSARIO",35,7,14,2,0,0,6,3,4,2,0,0,0
"430","RAMIRO PENA",48,10,14,3,0,1,7,2,4,1,1,0,0
"431","RAMON OSUNA",26,6,9,1,0,3,5,3,12,1,0,0,0
"432","RAMON R RAMIREZ",18,2,2,0,0,0,0,3,6,0,0,0,1
"433","RAMON RIOS",48,5,15,1,0,1,6,4,3,1,0,1,0
"434","RAUL BARRON",0,0,0,0,0,0,0,0,0,0,0,0,0
"435","RAUL CARRILLO",0,0,0,0,0,0,0,0,0,0,0,0,0
"436","RAUL VALDES",0,0,0,0,0,0,0,0,0,0,0,0,0
"437","RAYMUNDO TORRES",22,4,11,2,1,1,6,3,4,0,1,0,0
"438","REFUGIO CERVANTES",7,0,1,0,0,0,2,0,2,0,0,0,0
"439","REFUGIO MARIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"440","REINIER ROIBAL",0,0,0,0,0,0,0,0,0,0,0,0,0
"441","RENE COSS",0,0,0,0,0,0,0,0,0,0,0,0,0
"442","RICARDO JACQUEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"443","RICARDO NANITA",13,2,2,0,0,0,0,2,2,0,0,0,0
"444","RICARDO RIVERO",0,0,0,0,0,0,0,0,0,0,0,0,0
"445","RICARDO SERRANO",56,4,14,2,0,0,5,3,11,0,0,1,2
"446","RICARDO VALENZUELA",22,1,6,1,0,1,4,1,2,0,0,0,2
"447","RICHY PEDROZA",41,9,14,1,0,1,5,6,7,1,3,2,1
"448","RICKY ALVAREZ",61,13,26,11,0,3,13,1,10,0,2,3,0
"449","RICKY RODRIGUEZ",51,11,14,1,2,2,15,5,27,3,0,3,0
"450","ROBERT GARCIA",0,0,0,0,0,0,0,0,0,0,0,0,0
"451","ROBERTO ESPINOSA",0,0,0,0,0,0,0,0,0,0,0,0,0
"452","ROBERTO LOPEZ",11,2,3,0,0,1,1,0,2,2,0,0,2
"453","ROBERTO VALENZUELA",4,1,0,0,0,0,0,0,0,0,0,0,0
"454","ROBINSON LOPEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"455","RODOLFO AGUILAR",0,0,0,0,0,0,0,0,0,0,0,0,0
"456","RODOLFO AGUIRRE",0,0,0,0,0,0,0,0,0,0,0,0,0
"457","RODOLFO AMADOR",43,5,13,2,0,1,4,4,2,2,0,0,0
"458","RODRIGO VALENZUELA",0,0,0,0,0,0,0,0,0,0,0,0,0
"459","ROGELIO BERNAL",0,0,0,0,0,0,0,0,0,0,0,0,0
"460","ROGELIO DEL CAMPO",25,3,4,0,0,1,2,4,6,0,0,0,0
"461","ROGELIO MARTINEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"462","ROGELIO NORIS",27,1,5,1,0,1,4,1,10,2,0,0,0
"463","ROLANDO ACOSTA",53,8,15,1,0,3,7,4,10,1,0,0,0
"464","ROLANDO MARTINEZ",3,0,1,1,0,0,2,0,0,2,0,0,0
"465","ROLANDO VALDEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"466","ROMAN PENA",0,0,0,0,0,0,0,0,0,0,0,0,0
"467","ROMARIO GIL",0,0,0,0,0,0,0,0,0,0,0,0,0
"468","RONALD BELISARIO",0,0,0,0,0,0,0,0,0,0,0,0,0
"469","RONNIER MUSTELIER",59,7,19,5,0,1,5,6,8,0,0,0,0
"470","ROY MERRITT",0,0,0,0,0,0,0,0,0,0,0,0,0
"471","RUBEN RIVERA",23,2,6,1,0,1,4,0,3,1,0,0,0
"472","RUBEN SOSA",55,8,16,5,0,1,7,12,14,2,5,2,1
"473","RUBEN VICENTE",0,0,0,0,0,0,0,0,0,0,0,0,0
"474","RUDDY ACOSTA",0,0,0,0,0,0,0,0,0,0,0,0,0
"475","RYAN PEREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"476","RYLAN SANDOVAL",4,1,2,0,0,0,2,0,2,0,0,0,0
"477","SALVADOR VALDEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"478","SAMAR LEYVA",55,10,14,1,0,0,4,2,10,3,1,0,1
"479","SAMMY AYALA",5,0,1,0,0,0,0,0,4,0,0,0,0
"480","SAMUEL ZAZUETA",0,0,0,0,0,0,0,0,0,0,0,0,0
"481","SANTIAGO GUTIERREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"482","SASAGI SANCHEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"483","SAUL SOTO",46,7,12,3,0,1,5,5,7,0,0,2,0
"484","SEBASTIAN VALLE",15,1,2,0,0,1,3,3,9,0,0,0,0
"485","SERGIO ALVARADO",0,0,0,0,0,0,0,0,0,0,0,0,0
"486","SERGIO BURRUEL",48,9,14,3,0,1,8,4,14,0,1,1,1
"487","SERGIO CONTRERAS",9,4,1,0,0,0,1,5,0,0,0,0,0
"488","SERGIO GARCIA",46,2,13,4,0,0,4,0,8,0,0,0,1
"489","SERGIO MITRE",0,0,0,0,0,0,0,0,0,0,0,0,0
"490","SERGIO PEREZ",27,8,14,3,1,0,8,3,3,0,1,0,0
"491","SERGIO SIERRA",0,0,0,0,0,0,0,0,0,0,0,0,0
"492","STEVE CARRILLO",30,3,6,0,0,0,3,1,7,1,0,0,0
"493","STEVEN PALLARES",0,0,0,0,0,0,0,0,0,0,0,0,0
"494","TERANCE MARIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"495","THOMAS MELGAREJO",0,0,0,0,0,0,0,0,0,0,0,0,0
"496","TIAGO DA SILVA",0,0,0,0,0,0,0,0,0,0,0,0,0
"497","TOMAS SOLIS",0,0,0,0,0,0,0,0,0,0,0,0,0
"498","TONY CAMPANA",65,12,21,4,0,0,2,2,8,0,8,0,5
"499","TONY CORDOVA",0,0,0,0,0,0,0,0,0,0,0,0,0
"500","TONY GUERRA",0,0,0,0,0,0,0,0,0,0,0,0,0
"501","TYLER KANE",0,0,0,0,0,0,0,0,0,0,0,0,0
"502","ULISES JOAQUIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"503","ULISES LOPEZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"504","URIAK MARQUEZ",49,10,13,1,0,3,13,4,9,1,4,2,2
"505","VICTOR ESPINOSA",0,0,0,0,0,0,0,0,0,0,0,0,0
"506","VICTOR MENDOZA",20,2,6,1,0,1,2,1,2,0,0,0,0
"507","WALTER HIGUERA",0,0,0,0,0,0,0,0,0,0,0,0,0
"508","WALTER IBARRA",53,10,17,3,2,0,4,1,10,1,2,1,3
"509","WES TORREZ",0,0,0,0,0,0,0,0,0,0,0,0,0
"510","WILFREDO RODRIGUEZ",47,4,12,1,1,1,5,3,8,1,1,0,0
"511","WILMER RIOS",0,0,0,0,0,0,0,0,0,0,0,0,0
"512","WIRFIN OBISPO",0,0,0,0,0,0,0,0,0,0,0,0,0
"513","YADIR DRAKE",57,14,26,5,0,5,21,6,5,2,1,0,0
"514","YANCARLO ANGULO",13,2,5,1,0,0,0,0,4,0,0,0,2
"515","YOANNER NEGRIN",0,0,0,0,0,0,0,0,0,0,0,0,0
"516","YOHAN FLANDE",0,0,0,0,0,0,0,0,0,0,0,0,0
"517","YORDANYS LINARES",61,12,17,4,0,0,0,5,13,0,4,0,2
"518","YOSMANY GUERRA",56,8,13,2,2,0,3,10,6,1,0,0,0
"519","YOSSHEL HURTADO",0,0,0,0,0,0,0,0,0,0,0,0,0
"520","YUNIESKY BETANCOURT",61,14,20,1,0,3,9,8,5,0,0,1,0
"521","ZACH PHILLIPS",0,0,0,0,0,0,0,0,0,0,0,0,0
